 POLG6, 1.000000 
 POLG5, 0.735294 
POLG13, 0.705882 
POLG14, 0.676471 
POLG21, 0.500000 
POLG22, 0.470588 
POLG19, 0.382353 
POLG29, 0.382353 
POLG11, 0.323529 
POLG30, 0.294118 
POLG12, 0.176471 
POLG15, 0.176471 
POLG18, 0.117647 
POLG26, 0.117647 
POLG23, 0.088235 
POLG25, 0.058824 
POLG10, 0.029412 
 POLG3, 0.029412 
 POLG2, 0.029412 
POLG17, 0.029412 
POLG20, 0.000000 
 POLG4, 0.000000 
POLG31, 0.000000 
POLG27, 0.000000 
 POLG9, 0.000000 
 POLG1, 0.000000 
POLAD4, 0.000000 
POLG28, 0.000000 
 POLG7, 0.000000 
POLAST2, 0.000000 
POLAST1, 0.000000 
POLSF6, 0.000000 
POLSF5, 0.000000 
POLAST4, 0.000000 
POLPLT6, 0.000000 
POLIF4, 0.000000 
POLIF6, 0.000000 
POLAST3, 0.000000 
POLPST4, 0.000000 
POLATT6, 0.000000 
POLATT3, 0.000000 
POLPD1, 0.000000 
POLSF4, 0.000000 
POLATT7, 0.000000 
POLIF5, 0.000000 
POLMLT2, 0.000000 
POLIF3, 0.000000 
POLPD4, 0.000000 
POLMLT3, 0.000000 
POLATT8, 0.000000 
POLATT5, 0.000000 
POLG24, 0.000000 
POLATT4, 0.000000 
POLSF1, 0.000000 
POLIF1, 0.000000 
POLIF2, 0.000000 
POLSF3, 0.000000 
POLSF2, 0.000000 
POLPST1, 0.000000 
POLMLT4, 0.000000 
POLPLT1, 0.000000 
POLAD1, 0.000000 
POLG32, 0.000000 
POLPD2, 0.000000 
POLPLT5, 0.000000 
POLPST3, 0.000000 
POLPST2, 0.000000 
POLILT3, 0.000000 
POLPLT4, 0.000000 
POLMLT1, 0.000000 
POLPLT2, 0.000000 
POLSLT4, 0.000000 
POLPD3, 0.000000 
POLAD3, 0.000000 
POLPLT3, 0.000000 
POLILT2, 0.000000 
POLILT4, 0.000000 
POLSLT1, 0.000000 
 POLG8, 0.000000 
POLSLT3, 0.000000 
POLATT2, 0.000000 
POLSLT2, 0.000000 
POLAD2, 0.000000 
POLG16, 0.000000 
POLILT1, 0.000000 
POLATT1, 0.000000 
